rho          phi          image        mask         PSNR         SSIM         NRMSE       
10000.000    0.200        12           17           42.139       0.997        0.064       
10000.000    0.200        12           18           44.182       0.997        0.050       
10000.000    0.200        12           19           42.675       0.997        0.060       
10000.000    0.200        12           20           41.864       0.997        0.065       
10000.000    0.200        12           21           42.483       0.992        0.061       
10000.000    0.200        12           22           40.389       0.992        0.077       
10000.000    0.200        12           23           42.914       0.996        0.058       
10000.000    0.200        12           24           31.298       0.983        0.157       
10000.000    0.200        12           25           32.996       0.992        0.150       
10000.000    0.200        12           26           40.378       0.993        0.077       
10000.000    0.200        12           27           40.546       0.997        0.074       
10000.000    0.200        12           28           39.831       0.995        0.081       
10000.000    0.200        12           29           43.525       0.997        0.054       
10000.000    0.200        12           30           40.754       0.996        0.074       
10000.000    0.200        12           31           43.713       0.995        0.053       
10000.000    0.200        12           32           43.325       0.997        0.056       
10000.000    0.200        12           33           44.742       0.997        0.047       
10000.000    0.200        12           34           37.252       0.993        0.089       
10000.000    0.200        12           35           40.677       0.996        0.074       
10000.000    0.200        12           36           40.185       0.995        0.078       
10000.000    0.200        12           37           34.041       0.984        0.114       
10000.000    0.200        12           38           43.285       0.996        0.056       
10000.000    0.200        12           39           41.499       0.995        0.068       
10000.000    0.200        12           40           37.664       0.995        0.096       
10000.000    0.200        12           41           40.208       0.994        0.079       
10000.000    0.200        13           0            39.752       0.997        0.083       
10000.000    0.200        13           1            33.848       0.994        0.148       
10000.000    0.200        13           2            40.257       0.997        0.078       
10000.000    0.200        13           3            37.670       0.996        0.101       
10000.000    0.200        13           4            37.254       0.994        0.101       
10000.000    0.200        13           5            39.164       0.997        0.091       
10000.000    0.200        13           6            41.079       0.994        0.072       
10000.000    0.200        13           7            46.246       0.998        0.041       
10000.000    0.200        13           8            39.733       0.997        0.085       
10000.000    0.200        13           9            32.760       0.984        0.112       
10000.000    0.200        13           10           37.775       0.995        0.094       
10000.000    0.200        13           11           40.086       0.995        0.081       
10000.000    0.200        13           12           38.616       0.996        0.092       
10000.000    0.200        13           13           43.347       0.997        0.057       
10000.000    0.200        13           14           46.004       0.998        0.042       
10000.000    0.200        13           15           41.851       0.997        0.066       
10000.000    0.200        13           16           42.978       0.994        0.059       
10000.000    0.200        13           17           42.238       0.997        0.064       
10000.000    0.200        13           18           45.217       0.998        0.046       
10000.000    0.200        13           19           42.922       0.997        0.059       
10000.000    0.200        13           20           41.947       0.997        0.066       
10000.000    0.200        13           21           42.926       0.995        0.059       
10000.000    0.200        13           22           41.291       0.997        0.071       
10000.000    0.200        13           23           42.815       0.996        0.060       
10000.000    0.200        13           24           31.684       0.987        0.152       
10000.000    0.200        13           25           33.211       0.993        0.149       
10000.000    0.200        13           26           40.628       0.994        0.076       
10000.000    0.200        13           27           40.577       0.997        0.076       
10000.000    0.200        13           28           40.312       0.997        0.078       
10000.000    0.200        13           29           43.688       0.998        0.054       
10000.000    0.200        13           30           40.569       0.995        0.077       
10000.000    0.200        13           31           44.198       0.996        0.051       
10000.000    0.200        13           32           43.502       0.998        0.056       
10000.000    0.200        13           33           44.683       0.998        0.049       
10000.000    0.200        13           34           37.255       0.994        0.090       
10000.000    0.200        13           35           40.949       0.997        0.074       
10000.000    0.200        13           36           40.580       0.997        0.077       
10000.000    0.200        13           37           34.286       0.988        0.112       
10000.000    0.200        13           38           43.511       0.997        0.055       
10000.000    0.200        13           39           41.914       0.997        0.066       
10000.000    0.200        13           40           37.953       0.996        0.095       
10000.000    0.200        13           41           40.513       0.996        0.078       
10000.000    0.200        14           0            39.663       0.997        0.076       
10000.000    0.200        14           1            34.010       0.994        0.134       
10000.000    0.200        14           2            40.517       0.997        0.069       
10000.000    0.200        14           3            37.507       0.996        0.094       
10000.000    0.200        14           4            37.884       0.997        0.087       
10000.000    0.200        14           5            38.848       0.996        0.085       
10000.000    0.200        14           6            42.534       0.997        0.056       
10000.000    0.200        14           7            47.555       0.998        0.032       
10000.000    0.200        14           8            41.072       0.998        0.066       
10000.000    0.200        14           9            33.474       0.991        0.100       
10000.000    0.200        14           10           37.893       0.996        0.086       
10000.000    0.200        14           11           41.606       0.998        0.062       
10000.000    0.200        14           12           38.862       0.997        0.082       
10000.000    0.200        14           13           43.774       0.998        0.049       
10000.000    0.200        14           14           46.937       0.998        0.034       
10000.000    0.200        14           15           42.907       0.998        0.053       
10000.000    0.200        14           16           44.499       0.997        0.045       
10000.000    0.200        14           17           43.285       0.998        0.052       
10000.000    0.200        14           18           45.730       0.998        0.039       
10000.000    0.200        14           19           43.185       0.998        0.052       
10000.000    0.200        14           20           42.240       0.998        0.058       
10000.000    0.200        14           21           44.658       0.998        0.044       
10000.000    0.200        14           22           41.958       0.998        0.060       
10000.000    0.200        14           23           43.446       0.997        0.050       
10000.000    0.200        14           24           32.691       0.992        0.129       
10000.000    0.200        14           25           34.432       0.995        0.121       
10000.000    0.200        14           26           41.565       0.996        0.062       
10000.000    0.200        14           27           40.838       0.997        0.067       
10000.000    0.200        14           28           40.658       0.997        0.068       
10000.000    0.200        14           29           44.144       0.998        0.047       
10000.000    0.200        14           30           41.550       0.998        0.062       
10000.000    0.200        14           31           45.002       0.998        0.042       
10000.000    0.200        14           32           45.150       0.998        0.042       
10000.000    0.200        14           33           45.392       0.998        0.041       
10000.000    0.200        14           34           38.296       0.997        0.075       
10000.000    0.200        14           35           41.434       0.998        0.063       
10000.000    0.200        14           36           41.355       0.997        0.064       
10000.000    0.200        14           37           35.459       0.995        0.094       
10000.000    0.200        14           38           44.153       0.998        0.047       
10000.000    0.200        14           39           42.374       0.997        0.057       
10000.000    0.200        14           40           37.882       0.996        0.088       
10000.000    0.200        14           41           41.971       0.998        0.060       
10000.000    0.200        15           0            39.852       0.996        0.095       
10000.000    0.200        15           1            34.022       0.992        0.165       
10000.000    0.200        15           2            39.832       0.995        0.096       
10000.000    0.200        15           3            37.515       0.992        0.119       
10000.000    0.200        15           4            36.980       0.993        0.119       
10000.000    0.200        15           5            39.028       0.996        0.109       
10000.000    0.200        15           6            41.554       0.992        0.081       
10000.000    0.200        15           7            45.717       0.996        0.051       
10000.000    0.200        15           8            39.916       0.996        0.098       
10000.000    0.200        15           9            32.515       0.972        0.122       
10000.000    0.200        15           10           37.618       0.992        0.109       
10000.000    0.200        15           11           40.483       0.995        0.091       
10000.000    0.200        15           12           38.685       0.995        0.106       
10000.000    0.200        15           13           42.061       0.995        0.078       
10000.000    0.200        15           14           45.414       0.996        0.053       
10000.000    0.200        15           15           41.664       0.996        0.080       
10000.000    0.200        15           16           42.574       0.993        0.073       
10000.000    0.200        15           17           42.026       0.996        0.078       
10000.000    0.200        15           18           44.230       0.996        0.061       
10000.000    0.200        15           19           42.935       0.997        0.070       
10000.000    0.200        15           20           42.119       0.996        0.077       
10000.000    0.200        15           21           43.016       0.994        0.070       
10000.000    0.200        15           22           40.480       0.993        0.092       
10000.000    0.200        15           23           42.644       0.995        0.072       
10000.000    0.200        15           24           31.025       0.982        0.176       
10000.000    0.200        15           25           32.667       0.990        0.176       
10000.000    0.200        15           26           40.430       0.993        0.092       
10000.000    0.200        15           27           38.512       0.987        0.112       
10000.000    0.200        15           28           39.845       0.995        0.097       
10000.000    0.200        15           29           43.425       0.997        0.066       
10000.000    0.200        15           30           40.806       0.996        0.088       
10000.000    0.200        15           31           43.892       0.996        0.063       
10000.000    0.200        15           32           43.199       0.997        0.068       
10000.000    0.200        15           33           44.326       0.997        0.060       
10000.000    0.200        15           34           37.485       0.994        0.097       
10000.000    0.200        15           35           40.740       0.995        0.089       
10000.000    0.200        15           36           40.808       0.995        0.088       
10000.000    0.200        15           37           34.464       0.988        0.119       
10000.000    0.200        15           38           43.247       0.995        0.068       
10000.000    0.200        15           39           41.454       0.994        0.083       
10000.000    0.200        15           40           37.146       0.992        0.118       
10000.000    0.200        15           41           40.290       0.995        0.095       
10000.000    0.200        16           0            39.362       0.996        0.087       
10000.000    0.200        16           1            33.828       0.993        0.149       
10000.000    0.200        16           2            39.927       0.997        0.082       
10000.000    0.200        16           3            36.773       0.993        0.113       
10000.000    0.200        16           4            37.572       0.996        0.098       
10000.000    0.200        16           5            39.081       0.997        0.092       
10000.000    0.200        16           6            41.941       0.996        0.066       
10000.000    0.200        16           7            45.953       0.998        0.042       
10000.000    0.200        16           8            40.986       0.997        0.074       
10000.000    0.200        16           9            33.389       0.991        0.106       
10000.000    0.200        16           10           37.690       0.994        0.096       
10000.000    0.200        16           11           41.170       0.997        0.072       
10000.000    0.200        16           12           38.653       0.997        0.093       
10000.000    0.200        16           13           43.057       0.997        0.059       
10000.000    0.200        16           14           45.388       0.998        0.045       
10000.000    0.200        16           15           42.576       0.998        0.061       
10000.000    0.200        16           16           43.906       0.997        0.053       
10000.000    0.200        16           17           43.036       0.998        0.059       
10000.000    0.200        16           18           44.611       0.998        0.049       
10000.000    0.200        16           19           42.519       0.998        0.063       
10000.000    0.200        16           20           41.702       0.997        0.068       
10000.000    0.200        16           21           43.744       0.997        0.055       
10000.000    0.200        16           22           41.613       0.997        0.069       
10000.000    0.200        16           23           42.730       0.997        0.061       
10000.000    0.200        16           24           32.524       0.992        0.140       
10000.000    0.200        16           25           34.207       0.994        0.134       
10000.000    0.200        16           26           41.051       0.996        0.073       
10000.000    0.200        16           27           39.365       0.995        0.088       
10000.000    0.200        16           28           40.409       0.997        0.078       
10000.000    0.200        16           29           43.286       0.998        0.057       
10000.000    0.200        16           30           41.259       0.997        0.072       
10000.000    0.200        16           31           44.145       0.997        0.052       
10000.000    0.200        16           32           44.431       0.998        0.050       
10000.000    0.200        16           33           44.296       0.998        0.051       
10000.000    0.200        16           34           38.127       0.996        0.083       
10000.000    0.200        16           35           40.735       0.997        0.076       
10000.000    0.200        16           36           40.746       0.997        0.076       
10000.000    0.200        16           37           35.424       0.995        0.100       
10000.000    0.200        16           38           43.171       0.997        0.058       
10000.000    0.200        16           39           41.669       0.996        0.069       
10000.000    0.200        16           40           37.630       0.996        0.099       
10000.000    0.200        16           41           41.613       0.997        0.069       
10000.000    0.200        17           0            39.325       0.996        0.095       
10000.000    0.200        17           1            33.820       0.992        0.161       
10000.000    0.200        17           2            40.084       0.997        0.088       
10000.000    0.200        17           3            36.976       0.993        0.120       
10000.000    0.200        17           4            37.756       0.996        0.104       
10000.000    0.200        17           5            38.423       0.996        0.109       
10000.000    0.200        17           6            42.033       0.995        0.072       
10000.000    0.200        17           7            46.588       0.998        0.043       
10000.000    0.200        17           8            40.604       0.997        0.085       
10000.000    0.200        17           9            33.130       0.986        0.112       
10000.000    0.200        17           10           37.700       0.994        0.103       
10000.000    0.200        17           11           41.428       0.997        0.077       
10000.000    0.200        17           12           38.661       0.996        0.101       
10000.000    0.200        17           13           43.122       0.997        0.065       
10000.000    0.200        17           14           46.012       0.998        0.046       
10000.000    0.200        17           15           42.170       0.997        0.071       
10000.000    0.200        17           16           44.013       0.997        0.058       
10000.000    0.200        17           17           42.608       0.998        0.068       
10000.000    0.200        17           18           45.031       0.998        0.052       
10000.000    0.200        17           19           42.753       0.998        0.067       
10000.000    0.200        17           20           41.895       0.997        0.074       
10000.000    0.200        17           21           43.776       0.997        0.060       
10000.000    0.200        17           22           41.366       0.997        0.078       
10000.000    0.200        17           23           42.765       0.997        0.067       
10000.000    0.200        17           24           32.218       0.990        0.151       
10000.000    0.200        17           25           33.931       0.994        0.147       
10000.000    0.200        17           26           41.161       0.995        0.079       
10000.000    0.200        17           27           39.228       0.993        0.097       
10000.000    0.200        17           28           40.469       0.997        0.085       
10000.000    0.200        17           29           43.366       0.998        0.062       
10000.000    0.200        17           30           41.212       0.997        0.079       
10000.000    0.200        17           31           44.427       0.997        0.055       
10000.000    0.200        17           32           44.158       0.998        0.057       
10000.000    0.200        17           33           44.831       0.998        0.053       
10000.000    0.200        17           34           37.997       0.996        0.089       
10000.000    0.200        17           35           41.037       0.997        0.081       
10000.000    0.200        17           36           40.791       0.996        0.083       
10000.000    0.200        17           37           35.186       0.993        0.107       
10000.000    0.200        17           38           43.416       0.996        0.062       
10000.000    0.200        17           39           41.883       0.996        0.074       
10000.000    0.200        17           40           37.674       0.994        0.106       
10000.000    0.200        17           41           41.405       0.997        0.078       
10000.000    0.200        18           0            39.995       0.997        0.073       
10000.000    0.200        18           1            34.087       0.994        0.132       
10000.000    0.200        18           2            40.670       0.997        0.067       
10000.000    0.200        18           3            38.006       0.996        0.089       
10000.000    0.200        18           4            37.928       0.996        0.086       
10000.000    0.200        18           5            39.476       0.997        0.079       
10000.000    0.200        18           6            42.507       0.997        0.055       
10000.000    0.200        18           7            47.047       0.998        0.033       
10000.000    0.200        18           8            41.019       0.997        0.066       
10000.000    0.200        18           9            33.554       0.991        0.099       
10000.000    0.200        18           10           37.915       0.994        0.085       
10000.000    0.200        18           11           41.503       0.997        0.062       
10000.000    0.200        18           12           39.001       0.996        0.080       
10000.000    0.200        18           13           43.678       0.997        0.049       
10000.000    0.200        18           14           46.351       0.998        0.036       
10000.000    0.200        18           15           42.744       0.997        0.054       
10000.000    0.200        18           16           44.237       0.996        0.046       
10000.000    0.200        18           17           43.049       0.997        0.053       
10000.000    0.200        18           18           45.461       0.998        0.040       
10000.000    0.200        18           19           43.211       0.997        0.051       
10000.000    0.200        18           20           42.318       0.997        0.057       
10000.000    0.200        18           21           44.367       0.997        0.045       
10000.000    0.200        18           22           41.779       0.997        0.060       
10000.000    0.200        18           23           43.230       0.996        0.051       
10000.000    0.200        18           24           32.605       0.992        0.130       
10000.000    0.200        18           25           34.242       0.994        0.123       
10000.000    0.200        18           26           41.357       0.995        0.063       
10000.000    0.200        18           27           40.651       0.997        0.068       
10000.000    0.200        18           28           40.725       0.997        0.068       
10000.000    0.200        18           29           43.766       0.997        0.048       
10000.000    0.200        18           30           41.589       0.997        0.062       
10000.000    0.200        18           31           44.882       0.997        0.043       
10000.000    0.200        18           32           44.639       0.998        0.044       
10000.000    0.200        18           33           44.952       0.997        0.042       
10000.000    0.200        18           34           38.244       0.996        0.076       
10000.000    0.200        18           35           41.133       0.997        0.065       
10000.000    0.200        18           36           41.049       0.997        0.065       
10000.000    0.200        18           37           35.442       0.994        0.094       
10000.000    0.200        18           38           43.776       0.997        0.048       
10000.000    0.200        18           39           42.061       0.996        0.059       
10000.000    0.200        18           40           37.932       0.996        0.087       
10000.000    0.200        18           41           41.798       0.997        0.061       
10000.000    0.200        19           0            40.091       0.997        0.067       
10000.000    0.200        19           1            34.263       0.994        0.122       
10000.000    0.200        19           2            40.652       0.997        0.063       
10000.000    0.200        19           3            37.966       0.996        0.083       
10000.000    0.200        19           4            37.223       0.996        0.087       
10000.000    0.200        19           5            39.563       0.997        0.072       
10000.000    0.200        19           6            42.463       0.997        0.052       
10000.000    0.200        19           7            47.143       0.998        0.030       
10000.000    0.200        19           8            40.822       0.997        0.062       
10000.000    0.200        19           9            33.597       0.993        0.096       
10000.000    0.200        19           10           37.946       0.995        0.080       
10000.000    0.200        19           11           41.327       0.997        0.059       
10000.000    0.200        19           12           39.051       0.997        0.074       
10000.000    0.200        19           13           43.766       0.998        0.045       
10000.000    0.200        19           14           46.448       0.998        0.033       
10000.000    0.200        19           15           42.554       0.998        0.051       
10000.000    0.200        19           16           44.273       0.997        0.042       
10000.000    0.200        19           17           42.906       0.998        0.049       
10000.000    0.200        19           18           45.580       0.998        0.036       
10000.000    0.200        19           19           43.138       0.998        0.048       
10000.000    0.200        19           20           42.258       0.998        0.053       
10000.000    0.200        19           21           44.432       0.998        0.041       
10000.000    0.200        19           22           41.938       0.997        0.055       
10000.000    0.200        19           23           43.290       0.997        0.047       
10000.000    0.200        19           24           32.745       0.993        0.123       
10000.000    0.200        19           25           34.476       0.995        0.113       
10000.000    0.200        19           26           41.474       0.996        0.058       
10000.000    0.200        19           27           39.262       0.993        0.074       
10000.000    0.200        19           28           40.760       0.997        0.062       
10000.000    0.200        19           29           44.017       0.998        0.043       
10000.000    0.200        19           30           41.528       0.997        0.057       
10000.000    0.200        19           31           44.973       0.998        0.039       
10000.000    0.200        19           32           44.449       0.998        0.041       
10000.000    0.200        19           33           45.084       0.998        0.039       
10000.000    0.200        19           34           38.406       0.997        0.070       
10000.000    0.200        19           35           41.127       0.997        0.060       
10000.000    0.200        19           36           41.388       0.997        0.058       
10000.000    0.200        19           37           35.464       0.995        0.089       
10000.000    0.200        19           38           43.865       0.997        0.044       
10000.000    0.200        19           39           42.320       0.997        0.053       
10000.000    0.200        19           40           37.529       0.996        0.085       
10000.000    0.200        19           41           41.800       0.997        0.056       
10000.000    6.800        0            0            39.997       0.997        0.074       
10000.000    6.800        0            1            33.794       0.993        0.139       
10000.000    6.800        0            2            40.544       0.997        0.069       
10000.000    6.800        0            3            37.713       0.995        0.093       
10000.000    6.800        0            4            37.614       0.996        0.090       
10000.000    6.800        0            5            39.201       0.997        0.082       
10000.000    6.800        0            6            42.337       0.996        0.057       
10000.000    6.800        0            7            47.154       0.998        0.033       
10000.000    6.800        0            8            41.097       0.997        0.066       
10000.000    6.800        0            9            33.332       0.986        0.102       
10000.000    6.800        0            10           37.738       0.995        0.088       
10000.000    6.800        0            11           41.432       0.997        0.064       
10000.000    6.800        0            12           38.648       0.996        0.085       
10000.000    6.800        0            13           43.241       0.997        0.052       
10000.000    6.800        0            14           46.529       0.998        0.036       
10000.000    6.800        0            15           42.814       0.998        0.054       
10000.000    6.800        0            16           44.193       0.996        0.047       
10000.000    6.800        0            17           42.865       0.998        0.055       
10000.000    6.800        0            18           45.373       0.998        0.041       
10000.000    6.800        0            19           43.525       0.998        0.050       
10000.000    6.800        0            20           42.572       0.997        0.056       
10000.000    6.800        0            21           44.180       0.997        0.047       
10000.000    6.800        0            22           41.610       0.997        0.063       
10000.000    6.800        0            23           43.247       0.997        0.052       
10000.000    6.800        0            24           32.619       0.992        0.131       
10000.000    6.800        0            25           34.370       0.995        0.123       
10000.000    6.800        0            26           41.634       0.996        0.062       
10000.000    6.800        0            27           40.543       0.997        0.070       
10000.000    6.800        0            28           40.465       0.997        0.071       
10000.000    6.800        0            29           43.968       0.998        0.048       
10000.000    6.800        0            30           41.204       0.997        0.065       
10000.000    6.800        0            31           44.871       0.997        0.043       
10000.000    6.800        0            32           44.705       0.998        0.044       
10000.000    6.800        0            33           45.247       0.998        0.042       
10000.000    6.800        0            34           38.055       0.996        0.078       
10000.000    6.800        0            35           41.199       0.997        0.065       
10000.000    6.800        0            36           41.275       0.997        0.065       
10000.000    6.800        0            37           35.123       0.993        0.098       
10000.000    6.800        0            38           43.874       0.997        0.048       
10000.000    6.800        0            39           42.085       0.996        0.059       
10000.000    6.800        0            40           37.615       0.995        0.091       
10000.000    6.800        0            41           41.550       0.997        0.063       
10000.000    6.800        1            0            39.430       0.997        0.080       
10000.000    6.800        1            1            33.897       0.993        0.139       
10000.000    6.800        1            2            39.553       0.997        0.079       
10000.000    6.800        1            3            36.751       0.995        0.105       
10000.000    6.800        1            4            37.728       0.996        0.090       
10000.000    6.800        1            5            39.209       0.997        0.084       
10000.000    6.800        1            6            42.284       0.996        0.058       
10000.000    6.800        1            7            47.322       0.998        0.033       
10000.000    6.800        1            8            41.150       0.998        0.067       
10000.000    6.800        1            9            33.487       0.986        0.101       
10000.000    6.800        1            10           37.752       0.995        0.089       
10000.000    6.800        1            11           41.662       0.997        0.063       
10000.000    6.800        1            12           38.757       0.997        0.085       
10000.000    6.800        1            13           44.026       0.997        0.048       
10000.000    6.800        1            14           46.664       0.998        0.036       
10000.000    6.800        1            15           42.867       0.998        0.055       
10000.000    6.800        1            16           44.330       0.997        0.047       
10000.000    6.800        1            17           43.002       0.998        0.055       
10000.000    6.800        1            18           45.533       0.998        0.041       
10000.000    6.800        1            19           43.090       0.998        0.054       
10000.000    6.800        1            20           42.265       0.997        0.059       
10000.000    6.800        1            21           44.477       0.998        0.046       
10000.000    6.800        1            22           41.914       0.997        0.061       
10000.000    6.800        1            23           43.366       0.997        0.052       
10000.000    6.800        1            24           32.476       0.992        0.135       
10000.000    6.800        1            25           34.092       0.995        0.128       
10000.000    6.800        1            26           41.292       0.996        0.066       
10000.000    6.800        1            27           40.594       0.997        0.070       
10000.000    6.800        1            28           40.688       0.997        0.070       
10000.000    6.800        1            29           43.935       0.998        0.049       
10000.000    6.800        1            30           41.575       0.997        0.064       
10000.000    6.800        1            31           44.946       0.997        0.044       
10000.000    6.800        1            32           44.707       0.998        0.045       
10000.000    6.800        1            33           45.282       0.998        0.042       
10000.000    6.800        1            34           38.177       0.996        0.078       
10000.000    6.800        1            35           41.201       0.997        0.066       
10000.000    6.800        1            36           41.091       0.997        0.067       
10000.000    6.800        1            37           35.306       0.994        0.097       
10000.000    6.800        1            38           43.805       0.997        0.050       
10000.000    6.800        1            39           42.067       0.996        0.060       
10000.000    6.800        1            40           37.653       0.995        0.092       
10000.000    6.800        1            41           41.903       0.998        0.062       
10000.000    6.800        2            0            39.720       0.996        0.086       
10000.000    6.800        2            1            33.919       0.993        0.151       
10000.000    6.800        2            2            39.556       0.996        0.087       
10000.000    6.800        2            3            37.702       0.995        0.104       
10000.000    6.800        2            4            37.239       0.994        0.104       
10000.000    6.800        2            5            39.093       0.997        0.095       
10000.000    6.800        2            6            41.505       0.993        0.071       
10000.000    6.800        2            7            46.328       0.997        0.042       
10000.000    6.800        2            8            40.382       0.997        0.082       
10000.000    6.800        2            9            32.672       0.981        0.115       
10000.000    6.800        2            10           37.736       0.995        0.097       
10000.000    6.800        2            11           40.279       0.995        0.082       
10000.000    6.800        2            12           38.707       0.996        0.094       
10000.000    6.800        2            13           43.135       0.997        0.060       
10000.000    6.800        2            14           46.135       0.997        0.043       
10000.000    6.800        2            15           41.836       0.997        0.069       
10000.000    6.800        2            16           43.255       0.996        0.059       
10000.000    6.800        2            17           42.272       0.997        0.066       
10000.000    6.800        2            18           45.319       0.997        0.047       
10000.000    6.800        2            19           43.052       0.997        0.060       
10000.000    6.800        2            20           42.195       0.997        0.066       
10000.000    6.800        2            21           43.131       0.995        0.060       
10000.000    6.800        2            22           41.163       0.996        0.075       
10000.000    6.800        2            23           43.014       0.997        0.060       
10000.000    6.800        2            24           31.531       0.988        0.157       
10000.000    6.800        2            25           33.287       0.992        0.151       
10000.000    6.800        2            26           41.472       0.995        0.072       
10000.000    6.800        2            27           39.795       0.994        0.086       
10000.000    6.800        2            28           40.516       0.996        0.079       
10000.000    6.800        2            29           43.720       0.997        0.056       
10000.000    6.800        2            30           40.934       0.995        0.076       
10000.000    6.800        2            31           44.550       0.997        0.051       
10000.000    6.800        2            32           43.564       0.997        0.057       
10000.000    6.800        2            33           45.142       0.997        0.048       
10000.000    6.800        2            34           37.046       0.993        0.094       
10000.000    6.800        2            35           41.027       0.996        0.075       
10000.000    6.800        2            36           40.534       0.996        0.080       
10000.000    6.800        2            37           34.222       0.989        0.115       
10000.000    6.800        2            38           43.698       0.996        0.056       
10000.000    6.800        2            39           41.636       0.995        0.071       
10000.000    6.800        2            40           37.688       0.994        0.100       
10000.000    6.800        2            41           40.661       0.996        0.079       
10000.000    6.800        3            0            40.384       0.997        0.067       
10000.000    6.800        3            1            34.232       0.994        0.127       
10000.000    6.800        3            2            40.790       0.997        0.064       
10000.000    6.800        3            3            38.229       0.996        0.084       
10000.000    6.800        3            4            37.476       0.995        0.088       
10000.000    6.800        3            5            39.478       0.997        0.076       
10000.000    6.800        3            6            42.530       0.997        0.053       
10000.000    6.800        3            7            47.493       0.998        0.030       
10000.000    6.800        3            8            41.228       0.997        0.062       
10000.000    6.800        3            9            33.598       0.988        0.097       
10000.000    6.800        3            10           37.882       0.994        0.083       
10000.000    6.800        3            11           41.833       0.997        0.058       
10000.000    6.800        3            12           39.248       0.997        0.075       
10000.000    6.800        3            13           44.314       0.997        0.044       
10000.000    6.800        3            14           46.809       0.998        0.033       
10000.000    6.800        3            15           43.079       0.998        0.050       
10000.000    6.800        3            16           44.625       0.997        0.042       
10000.000    6.800        3            17           43.441       0.997        0.048       
10000.000    6.800        3            18           45.781       0.998        0.037       
10000.000    6.800        3            19           43.514       0.998        0.048       
10000.000    6.800        3            20           42.611       0.997        0.053       
10000.000    6.800        3            21           44.600       0.997        0.042       
10000.000    6.800        3            22           42.014       0.997        0.057       
10000.000    6.800        3            23           43.435       0.997        0.048       
10000.000    6.800        3            24           32.783       0.993        0.125       
10000.000    6.800        3            25           34.445       0.995        0.117       
10000.000    6.800        3            26           41.851       0.996        0.058       
10000.000    6.800        3            27           40.502       0.997        0.067       
10000.000    6.800        3            28           40.966       0.997        0.063       
10000.000    6.800        3            29           44.073       0.998        0.045       
10000.000    6.800        3            30           41.840       0.997        0.058       
10000.000    6.800        3            31           45.273       0.997        0.039       
10000.000    6.800        3            32           45.145       0.998        0.040       
10000.000    6.800        3            33           45.212       0.998        0.040       
10000.000    6.800        3            34           38.300       0.996        0.073       
10000.000    6.800        3            35           41.153       0.997        0.062       
10000.000    6.800        3            36           41.189       0.997        0.062       
10000.000    6.800        3            37           35.461       0.994        0.092       
10000.000    6.800        3            38           43.779       0.997        0.047       
10000.000    6.800        3            39           42.174       0.996        0.056       
10000.000    6.800        3            40           37.847       0.995        0.085       
10000.000    6.800        3            41           41.990       0.997        0.057       
10000.000    6.800        4            0            40.370       0.997        0.067       
10000.000    6.800        4            1            34.312       0.995        0.125       
10000.000    6.800        4            2            40.781       0.997        0.064       
10000.000    6.800        4            3            38.292       0.997        0.083       
10000.000    6.800        4            4            37.834       0.996        0.084       
10000.000    6.800        4            5            39.534       0.997        0.075       
10000.000    6.800        4            6            42.671       0.997        0.052       
10000.000    6.800        4            7            47.579       0.998        0.030       
